rt,choice,correct,dr,drt,participant
0.3841,1,1,0,,S1
0.3947,1,1,0,,S1
0.39239999999999997,2,1,0,,S1
0.38539999999999996,1,1,0,,S1
0.3991,1,1,0,,S1
0.4495,2,1,0,,S1
0.4126,2,0,0,,S1
0.43489999999999995,2,1,0,,S1
0.404,1,1,0,,S1
0.4778,1,1,0,,S1
0.4722,2,0,0,,S1
0.37310000000000004,2,0,0,,S1
0.37560000000000004,2,1,0,,S1
0.4105,2,1,0,,S1
0.4079,2,1,0,,S1
0.3862,2,1,0,,S1
0.3985,2,1,0,,S1
0.3532,2,1,0,,S1
0.3486,2,1,0,,S1
0.4001,1,1,0,,S1
0.3961,1,1,0,,S1
0.425,1,1,0,,S1
0.4788,2,1,0,,S1
0.3579,1,0,0,,S1
0.3153,2,1,0,,S1
0.3698,2,0,0,,S1
0.45130000000000003,2,1,0,,S1
0.38789999999999997,2,1,0,,S1
0.3932,1,1,0,,S1
0.3673,2,0,0,,S1
0.43310000000000004,2,0,0,,S1
0.4068,1,1,0,,S1
0.3768,1,1,0,,S1
0.42,1,1,0,,S1
0.45480000000000004,2,1,0,,S1
0.42219999999999996,2,1,0,,S1
0.3777,2,1,0,,S1
0.4208,2,1,0,,S1
0.37460000000000004,1,1,0,,S1
0.4653,1,0,0,,S1
0.279,2,0,0,,S1
0.4332,2,1,0,,S1
0.4447,2,1,0,,S1
0.4087,2,1,0,,S1
0.35919999999999996,2,1,0,,S1
0.46,1,1,0,,S1
0.4094,2,1,0,,S1
0.42369999999999997,2,0,1,0.0148,S1
0.4333,2,1,0,,S1
0.35919999999999996,1,1,0,,S1
0.372,2,0,0,,S1
0.42069999999999996,1,1,0,,S1
0.3866,2,1,0,,S1
0.3775,1,1,0,,S1
0.336,2,1,0,,S1
0.5267000000000001,1,1,0,,S1
0.42510000000000003,2,1,0,,S1
0.3286,2,0,0,,S1
0.4698,2,0,0,,S1
0.4224,2,0,0,,S1
0.527,1,1,0,,S1
0.4878,1,0,0,,S1
0.4186,2,1,0,,S1
0.3949,2,1,0,,S1
0.4626,2,1,0,,S1
0.3594,2,1,0,,S1
0.4428,1,1,0,,S1
0.3862,2,1,1,0.1756,S1
0.36,1,1,0,,S1
0.374,2,0,1,0.099,S1
0.39189999999999997,1,1,0,,S1
0.43410000000000004,1,1,0,,S1
0.5832,1,1,0,,S1
0.4117,1,0,0,,S1
0.3705,1,1,0,,S1
0.44360000000000005,2,1,0,,S1
0.404,2,1,0,,S1
0.3604,2,1,0,,S1
0.3876,2,1,0,,S1
0.4637,1,1,0,,S1
0.4485,2,1,0,,S1
0.42269999999999996,1,1,0,,S1
0.39089999999999997,2,1,0,,S1
0.4337,2,1,0,,S1
0.37160000000000004,1,1,0,,S1
0.3272,2,1,0,,S1
0.38589999999999997,1,1,0,,S1
0.362,2,0,0,,S1
0.36,1,1,0,,S1
0.3971,1,1,0,,S1
0.3477,1,1,0,,S1
0.4169,2,0,1,0.2495,S1
0.5779,2,1,0,,S1
0.44039999999999996,2,1,0,,S1
0.4612,1,1,0,,S1
0.4408,2,1,0,,S1
0.4006,1,1,0,,S1
0.354,2,1,0,,S1
0.31930000000000003,1,1,0,,S1
0.3271,2,0,0,,S1
0.37839999999999996,1,0,0,,S1
0.5135,2,1,0,,S1
0.4089,2,1,0,,S1
0.42569999999999997,2,1,0,,S1
0.3962,2,0,0,,S1
0.35710000000000003,2,1,0,,S1
0.6175,1,1,0,,S1
0.4161,1,1,0,,S1
0.4397,1,1,0,,S1
0.4111,2,1,0,,S1
0.4263,1,1,0,,S1
0.4367,2,1,0,,S1
0.3564,1,1,0,,S1
0.3926,2,1,0,,S1
0.3147,1,0,0,,S1
0.4044,1,1,0,,S1
0.4107,1,1,0,,S1
0.3717,1,1,0,,S1
0.4481,2,1,0,,S1
0.3521,2,1,0,,S1
0.4808,1,1,0,,S1
0.44,2,1,0,,S1
0.4049,2,1,0,,S1
0.3501,1,0,0,,S1
0.3127,2,0,0,,S1
0.3542,2,0,0,,S1
0.3255,1,1,0,,S1
0.4089,1,0,0,,S1
0.4632,2,1,0,,S1
0.362,2,1,0,,S1
0.4157,2,1,0,,S1
0.3961,2,1,0,,S1
0.3496,2,0,0,,S1
0.3556,2,0,1,0.22569999999999998,S1
0.4101,1,1,0,,S1
0.31139999999999995,1,0,0,,S1
0.465,2,1,0,,S1
0.4828,2,1,0,,S1
0.42819999999999997,2,0,0,,S1
0.2998,1,0,0,,S1
0.3202,2,1,0,,S1
0.4065,1,1,0,,S1
0.44,2,0,1,0.028399999999999998,S1
0.354,1,1,0,,S1
0.4637,1,1,0,,S1
0.36810000000000004,1,0,0,,S1
0.4243,1,0,0,,S1
0.3187,2,0,0,,S1
0.3451,2,1,0,,S1
0.3939,2,0,0,,S1
0.4101,1,1,0,,S1
0.039,1,0,0,,S1
0.406,2,0,0,,S1
0.4808,1,1,0,,S1
0.5931000000000001,2,1,0,,S1
0.3902,2,1,0,,S1
0.4275,2,1,0,,S1
0.3974,2,0,0,,S1
0.3835,2,1,0,,S1
0.314,2,1,0,,S1
0.4096,2,1,0,,S1
0.36060000000000003,2,0,1,0.15259999999999999,S1
0.4705,1,1,0,,S1
0.3698,1,1,0,,S1
0.2722,1,1,0,,S1
0.4754,2,1,0,,S1
0.42219999999999996,2,0,0,,S1
0.4194,2,0,0,,S1
0.3973,1,0,0,,S1
0.274,2,0,0,,S1
0.4737,1,1,0,,S1
0.3969,2,1,0,,S1
0.3615,2,1,0,,S1
0.4573,2,1,0,,S1
0.4053,2,1,0,,S1
0.3548,1,1,0,,S1
0.2918,2,1,0,,S1
0.3386,1,0,0,,S1
0.1435,2,1,0,,S1
0.5801000000000001,1,1,0,,S1
0.4639,1,1,0,,S1
0.43989999999999996,1,0,0,,S1
0.4131,1,1,0,,S1
0.3397,1,1,0,,S1
0.3998,1,0,0,,S1
0.6167,2,1,0,,S1
0.358,2,1,0,,S1
0.383,2,1,0,,S1
0.389,2,1,0,,S1
0.3472,2,1,0,,S1
0.3925,2,0,0,,S1
0.3511,2,1,0,,S1
0.417,2,0,0,,S1
0.31739999999999996,2,1,0,,S1
0.5052,2,1,0,,S1
0.312,1,0,0,,S1
0.1866,2,1,0,,S1
0.4833,1,1,0,,S1
0.3509,1,1,0,,S1
0.5141,1,1,1,0.053700000000000005,S1
0.5324,1,1,0,,S1
0.35869999999999996,2,1,0,,S1
0.3941,2,1,0,,S1
0.3855,2,1,0,,S1
0.42410000000000003,2,1,0,,S1
0.367,2,1,0,,S1
0.33030000000000004,2,0,0,,S1
0.3872,2,0,0,,S1
0.36369999999999997,2,1,0,,S1
0.3747,2,1,0,,S1
0.397,2,1,0,,S1
0.4109,2,1,1,0.2368,S1
0.4793,1,0,0,,S1
0.2601,2,0,0,,S1
0.2908,2,1,0,,S1
0.4009,1,1,0,,S1
0.41,2,0,0,,S1
0.405,2,1,0,,S1
0.38680000000000003,2,0,1,0.19640000000000002,S1
0.4806,1,1,0,,S1
0.36519999999999997,1,1,0,,S1
0.3388,1,1,0,,S1
0.318,1,1,0,,S1
0.2965,1,0,0,,S1
0.36519999999999997,1,1,0,,S1
0.4667,2,1,0,,S1
0.37910000000000005,2,0,0,,S1
0.3362,2,1,0,,S1
0.394,2,1,0,,S1
0.5073,1,1,0,,S1
0.3967,1,1,0,,S1
0.4069,2,1,0,,S1
0.3783,1,0,0,,S1
0.1845,2,1,0,,S1
0.4735,2,1,0,,S1
0.5015,2,0,1,0.09,S1
0.471,1,1,0,,S1
0.3237,1,1,0,,S1
0.37939999999999996,1,0,0,,S1
0.3292,2,1,0,,S1
0.3752,2,0,0,,S1
0.35860000000000003,1,1,0,,S1
0.398,2,0,0,,S1
0.6117,2,1,0,,S1
0.3947,2,1,0,,S1
0.371,2,0,0,,S1
0.37260000000000004,2,1,0,,S1
0.4001,2,0,0,,S1
0.42519999999999997,1,1,0,,S1
0.48419999999999996,1,1,0,,S1
0.3645,1,1,0,,S1
0.3688,1,0,0,,S1
0.25780000000000003,2,1,0,,S1
0.3742,2,1,0,,S1
0.3406,2,1,0,,S1
0.3405,2,1,0,,S1
0.3649,2,1,0,,S1
0.3793,2,1,0,,S1
0.4086,1,1,0,,S1
0.4608,2,0,1,0.0631,S1
0.36469999999999997,1,1,0,,S1
0.3369,2,1,0,,S1
0.3493,2,0,0,,S1
0.3405,2,1,0,,S1
0.5841000000000001,2,1,0,,S1
0.4176,1,1,0,,S1
0.4046,2,1,0,,S1
0.4036,2,1,0,,S1
0.44310000000000005,1,1,0,,S1
0.38230000000000003,2,0,0,,S1
0.391,1,1,0,,S1
0.3727,1,1,0,,S1
0.4612,2,1,0,,S1
0.3937,1,1,0,,S1
0.4244,1,1,1,0.0192,S1
0.3872,1,1,0,,S1
0.3798,1,0,0,,S1
0.2857,2,0,0,,S1
0.4215,1,1,0,,S1
0.4398,2,0,0,,S1
0.3507,1,0,0,,S1
0.3561,1,0,0,,S1
0.4413,2,0,0,,S1
0.4131,1,1,0,,S1
0.407,2,1,0,,S1
0.4446,2,1,0,,S1
0.4615,2,0,0,,S1
0.3314,1,0,0,,S1
0.173,2,1,0,,S1
0.4977,2,1,0,,S1
0.3922,2,1,0,,S1
0.3782,2,1,0,,S1
0.4134,2,1,0,,S1
0.4768,2,1,0,,S1
0.38689999999999997,2,1,0,,S1
0.39030000000000004,2,0,0,,S1
0.3376,2,0,0,,S1
0.2894,1,1,0,,S1
0.2895,1,1,0,,S1
0.41919999999999996,1,1,0,,S1
0.4723,2,1,0,,S1
0.4007,2,0,0,,S1
0.43460000000000004,1,1,0,,S1
0.4179,2,1,0,,S1
0.4771,2,1,0,,S1
0.3568,1,1,0,,S1
0.4451,2,1,0,,S1
0.5036,2,1,0,,S1
0.3954,2,1,0,,S1
0.4115,1,1,0,,S1
0.35719999999999996,1,0,0,,S1
0.37010000000000004,2,1,0,,S1
0.3675,2,0,0,,S1
0.3986,2,1,0,,S1
0.3717,1,0,0,,S1
0.301,2,0,0,,S1
0.36869999999999997,2,0,0,,S1
0.3511,2,0,0,,S1
0.3944,2,1,0,,S1
0.4575,2,0,0,,S1
0.4446,2,1,0,,S1
0.4357,2,1,0,,S1
0.4005,2,1,0,,S1
0.4594,1,1,0,,S1
0.4527,2,1,0,,S1
0.352,2,1,0,,S1
0.3565,2,1,0,,S1
0.3772,2,0,1,0.1955,S1
0.4428,2,1,0,,S1
0.3362,2,1,0,,S1
0.4061,2,0,0,,S1
0.4337,1,1,0,,S1
0.409,1,1,0,,S1
0.4352,2,0,0,,S1
0.4694,1,0,0,,S1
0.2021,2,1,0,,S1
0.3023,2,1,0,,S1
0.378,2,1,0,,S1
0.3425,1,1,0,,S1
0.42269999999999996,2,1,0,,S1
0.44680000000000003,2,1,0,,S1
0.3623,1,1,0,,S1
0.3454,1,0,0,,S1
0.1242,2,1,0,,S1
0.5081,1,1,0,,S1
0.48460000000000003,2,1,0,,S1
0.4878,1,1,0,,S1
0.44160000000000005,1,1,0,,S1
0.31989999999999996,1,1,0,,S1
0.3222,1,1,0,,S1
0.3343,1,1,0,,S1
0.3245,1,1,0,,S1
0.3471,1,1,0,,S1
0.3396,1,0,0,,S1
0.3339,2,1,0,,S1
0.39330000000000004,2,1,0,,S1
0.32730000000000004,2,1,0,,S1
0.3275,2,0,0,,S1
0.3563,2,0,0,,S1
0.3338,2,1,0,,S1
0.3251,2,1,0,,S1
0.3723,2,1,0,,S1
0.4597,1,1,0,,S1
0.3727,1,0,0,,S1
0.3503,2,1,0,,S1
0.38480000000000003,2,0,0,,S1
0.2115,1,0,0,,S1
0.0683,2,0,0,,S1
0.3693,1,1,0,,S1
0.3387,1,1,0,,S1
0.4011,1,1,0,,S1
0.3275,1,1,0,,S1
0.3359,1,1,0,,S1
0.2841,1,1,0,,S1
0.3221,1,0,0,,S1
0.43,2,1,0,,S1
0.4094,1,1,0,,S1
0.4126,2,0,0,,S1
0.3496,2,1,0,,S1
0.3987,2,0,0,,S1
0.4208,1,1,0,,S1
0.351,1,1,0,,S1
0.4198,2,0,1,0.0096,S1
0.33080000000000004,1,0,0,,S1
0.36989999999999995,2,1,0,,S1
0.35,1,0,0,,S1
0.2054,2,0,0,,S1
0.36819999999999997,1,1,0,,S1
0.4908,1,1,0,,S1
0.3962,1,0,0,,S1
0.4008,1,1,0,,S1
0.4405,2,1,1,0.013800000000000002,S1
0.3178,1,1,0,,S1
0.324,1,1,0,,S1
0.4888,2,1,0,,S1
0.4677,2,1,0,,S1
0.49339999999999995,1,1,0,,S1
0.4445,2,1,0,,S1
0.326,1,1,0,,S1
0.3559,1,0,0,,S1
0.1474,2,1,0,,S1
0.37489999999999996,2,1,0,,S1
0.4327,2,0,0,,S1
0.43210000000000004,2,1,0,,S1
0.37810000000000005,2,1,0,,S1
0.37289999999999995,2,0,0,,S1
0.3361,2,0,0,,S1
0.406,2,1,0,,S1
0.4057,2,0,0,,S1
0.4244,2,1,0,,S1
0.3992,2,1,0,,S1
0.37389999999999995,2,1,0,,S1
0.45380000000000004,1,1,0,,S1
0.3795,1,1,0,,S1
0.4552,2,1,0,,S1
0.37510000000000004,2,1,0,,S1
0.4003,1,1,0,,S1
0.3673,1,0,0,,S1
0.1512,2,1,0,,S1
0.6567000000000001,1,1,0,,S1
0.5243,2,0,1,0.2281,S1
0.4214,1,1,0,,S1
0.39130000000000004,1,1,0,,S1
0.3543,1,1,0,,S1
0.4462,1,1,0,,S1
0.3725,1,1,0,,S1
0.42960000000000004,2,0,0,,S1
0.4885,2,1,0,,S1
0.44110000000000005,2,0,0,,S1
0.37289999999999995,1,1,0,,S1
0.4161,1,0,0,,S1
0.4118,2,1,0,,S1
0.4864,1,1,0,,S1
0.38780000000000003,2,0,0,,S1
0.3579,1,1,0,,S1
0.3896,1,0,0,,S1
0.4398,2,0,1,0.07809999999999999,S1
0.5679,2,1,0,,S1
0.3998,1,0,0,,S1
0.5575,2,1,0,,S1
0.3989,2,0,0,,S1
0.3957,1,1,0,,S1
0.4253,2,1,0,,S1
0.3675,1,1,0,,S1
0.42169999999999996,2,1,0,,S1
0.32480000000000003,1,0,0,,S1
0.3565,2,1,0,,S1
0.3855,2,0,0,,S1
0.4198,1,1,0,,S1
0.4879,1,1,0,,S1
0.44110000000000005,2,1,0,,S1
0.485,1,1,0,,S1
0.44110000000000005,2,1,0,,S1
0.36610000000000004,1,1,0,,S1
0.4345,1,1,0,,S1
0.4289,2,0,1,0.1814,S1
0.39089999999999997,1,0,0,,S1
0.43489999999999995,2,1,1,0.0838,S1
0.4422,2,1,0,,S1
0.5355,2,1,0,,S1
0.4778,1,1,1,0.0842,S1
0.518,2,1,0,,S1
0.552,2,1,0,,S1
0.3877,1,1,0,,S1
0.4097,2,1,0,,S1
0.3978,2,1,0,,S1
0.3956,2,0,0,,S1
0.4647,1,1,0,,S1
0.3549,1,1,0,,S1
0.324,1,1,0,,S1
0.39180000000000004,1,1,0,,S1
0.35660000000000003,1,1,0,,S1
0.2793,1,1,0,,S1
0.2978,1,1,0,,S1
0.48760000000000003,2,1,0,,S1
0.5007,1,1,0,,S1
0.3861,1,1,0,,S1
0.299,1,0,0,,S1
0.29860000000000003,2,0,0,,S1
0.1976,1,1,0,,S1
0.5602,1,0,0,,S1
0.49110000000000004,2,0,0,,S1
0.44430000000000003,2,0,0,,S1
0.3105,1,1,0,,S1
0.4067,1,0,0,,S1
0.44530000000000003,2,1,0,,S1
0.4011,2,1,0,,S1
0.4185,2,0,0,,S1
0.49310000000000004,2,1,0,,S1
0.4218,2,1,0,,S1
0.4027,2,1,0,,S1
0.438,1,1,0,,S1
0.3939,2,1,0,,S1
0.4099,2,1,0,,S1
0.38639999999999997,2,1,0,,S1
0.3832,1,1,0,,S1
0.4322,1,1,0,,S1
0.3509,1,1,0,,S1
0.32780000000000004,1,0,0,,S1
0.1665,2,0,0,,S1
0.439,1,1,0,,S1
0.4601,2,1,0,,S1
0.4445,2,0,0,,S1
0.43119999999999997,1,0,1,0.0108,S1
0.3817,2,0,0,,S1
0.4049,2,1,0,,S1
0.3471,2,0,0,,S1
0.4412,1,1,0,,S1
0.5235,2,0,0,,S1
0.4148,1,1,0,,S1
0.5098,2,1,0,,S1
0.42310000000000003,1,1,0,,S1
0.5227999999999999,1,1,0,,S1
0.45589999999999997,2,1,0,,S1
0.3945,2,1,0,,S1
0.4571,2,1,0,,S1
0.5011,1,0,0,,S1
0.31339999999999996,2,1,0,,S1
0.3831,2,1,0,,S1
0.4031,1,1,0,,S1
0.38239999999999996,1,1,0,,S1
0.42719999999999997,1,1,0,,S1
0.4067,1,1,0,,S1
0.45439999999999997,1,1,0,,S1
0.4507,2,1,0,,S1
0.45289999999999997,1,1,0,,S1
0.37910000000000005,1,1,0,,S1
0.4279,2,1,0,,S1
0.43960000000000005,1,0,0,,S1
0.495,2,1,1,0.2154,S1
0.4417,2,1,0,,S1
0.5334,2,1,0,,S1
0.5476,1,1,0,,S1
0.4895,1,0,0,,S1
0.4758,2,0,0,,S1
0.4811,2,1,0,,S1
0.422,1,1,0,,S1
0.4849,1,1,0,,S1
0.4895,1,1,0,,S1
0.4782,2,1,0,,S1
0.4982,1,0,0,,S1
0.4701,1,1,0,,S1
0.4461,1,1,0,,S1
0.44139999999999996,2,1,0,,S1
0.38160000000000005,2,1,0,,S1
0.3826,2,1,0,,S1
0.39339999999999997,2,1,0,,S1
0.422,2,1,0,,S1
0.5124,1,1,0,,S1
0.415,2,1,0,,S1
0.3996,2,0,0,,S1
0.477,1,1,0,,S1
0.4332,1,1,0,,S1
0.4983,2,0,0,,S1
0.5318999999999999,1,1,0,,S1
0.4782,2,1,0,,S1
0.5003,2,1,0,,S1
0.42519999999999997,2,1,0,,S1
0.37639999999999996,2,1,0,,S1
0.5317999999999999,1,1,1,0.22490000000000002,S1
0.7861,2,1,0,,S1
0.5467000000000001,1,1,0,,S1
0.37510000000000004,1,1,0,,S1
0.3797,1,1,0,,S1
0.44539999999999996,1,1,0,,S1
0.401,1,1,0,,S1
0.4953,2,1,0,,S1
0.415,2,0,0,,S1
0.38980000000000004,2,1,0,,S1
0.44830000000000003,1,0,0,,S1
0.3852,2,1,0,,S1
0.3703,2,0,0,,S1
0.4223,2,0,0,,S1
0.4593,2,0,0,,S1
0.5451,2,1,0,,S1
0.44310000000000005,1,1,0,,S1
0.4004,1,1,0,,S1
0.49810000000000004,2,1,0,,S1
0.4038,2,1,0,,S1
0.4786,1,1,0,,S1
0.4034,1,1,0,,S1
0.43310000000000004,2,1,0,,S1
0.7262000000000001,2,1,0,,S1
0.4338,2,1,0,,S1
0.3821,2,1,0,,S1
0.3785,2,1,0,,S1
0.371,2,0,0,,S1
0.3466,2,0,0,,S1
0.4342,2,0,0,,S1
0.5605,1,0,1,0.0968,S1
0.4775,1,1,0,,S1
0.5137,2,0,0,,S1
0.5657000000000001,1,1,0,,S1
0.5176000000000001,2,1,0,,S1
0.4284,2,1,0,,S1
0.4118,2,1,0,,S1
0.44039999999999996,2,1,0,,S1
0.4627,2,1,0,,S1
0.4654,2,1,0,,S1
0.4135,2,1,0,,S1
0.4029,2,1,0,,S1
0.3725,2,1,0,,S1
0.385,2,1,0,,S1
0.3922,2,0,0,,S1
0.517,2,0,0,,S1
0.4156,1,1,0,,S1
0.59,2,1,0,,S1
0.4091,2,1,0,,S1
0.4343,1,1,1,0.2037,S1
0.5526,2,0,1,0.1422,S1
1.2066,2,1,0,,S1
0.5647000000000001,1,1,0,,S1
0.5156000000000001,1,1,0,,S1
0.5975,2,1,0,,S1
0.5108,1,1,0,,S1
0.4805,2,1,0,,S1
0.4136,2,0,0,,S1
0.4385,1,1,0,,S1
0.3505,1,1,0,,S1
0.37689999999999996,1,1,0,,S1
0.5028,2,1,0,,S1
0.4193,2,1,0,,S1
0.3949,1,1,0,,S1
0.3402,1,1,0,,S1
0.3877,1,1,0,,S1
0.3958,1,1,0,,S1
0.3713,1,1,0,,S1
0.421,1,1,0,,S1
0.49889999999999995,2,1,0,,S1
0.4113,2,1,0,,S1
0.3635,2,1,0,,S1
0.36839999999999995,1,1,0,,S1
0.3473,1,0,0,,S1
0.362,1,1,0,,S1
0.38780000000000003,2,1,0,,S1
0.4054,1,1,0,,S1
0.369,1,1,0,,S1
0.36819999999999997,1,1,0,,S1
0.38189999999999996,1,1,0,,S1
0.525,2,1,0,,S1
0.4092,1,1,0,,S1
0.42619999999999997,2,1,0,,S1
0.4624,2,1,0,,S1
0.4718,2,1,0,,S1
0.38930000000000003,1,1,0,,S1
0.387,2,1,0,,S1
0.37910000000000005,2,0,0,,S1
0.4868,1,1,0,,S1
0.4385,1,1,0,,S1
0.4943,1,1,0,,S1
0.4987,2,1,0,,S1
0.4253,2,1,0,,S1
0.3673,2,0,0,,S1
0.4612,1,1,0,,S1
0.3906,1,1,0,,S1
0.32680000000000003,1,1,0,,S1
0.3707,1,0,0,,S1
0.42160000000000003,1,1,0,,S1
0.3875,1,1,0,,S1
0.534,2,1,0,,S1
0.42560000000000003,1,1,0,,S1
0.526,2,1,0,,S1
0.3803,2,1,0,,S1
0.377,2,0,0,,S1
0.39039999999999997,2,1,0,,S1
0.4598,1,1,0,,S1
0.4828,2,1,0,,S1
0.473,2,1,0,,S1
0.4742,1,1,0,,S1
0.4769,1,1,0,,S1
0.45580000000000004,1,1,0,,S1
0.4725,2,1,0,,S1
0.4056,2,1,0,,S1
0.38830000000000003,1,1,0,,S1
0.38539999999999996,1,1,0,,S1
0.3941,2,1,0,,S1
0.37689999999999996,1,1,0,,S1
0.4253,2,0,0,,S1
0.401,1,1,0,,S1
0.32830000000000004,1,1,0,,S1
0.349,1,1,0,,S1
0.4506,2,1,0,,S1
0.42969999999999997,2,1,0,,S1
0.3618,2,1,0,,S1
0.4076,2,0,1,0.0589,S1
0.44,2,1,0,,S1
0.3733,2,1,0,,S1
0.38489999999999996,2,1,0,,S1
0.37439999999999996,2,1,0,,S1
0.4173,1,0,0,,S1
0.3323,2,1,0,,S1
0.3805,2,1,0,,S1
0.3663,1,1,0,,S1
0.3555,2,0,0,,S1
0.4853,1,0,0,,S1
0.3815,1,1,0,,S1
0.4004,1,1,0,,S1
0.35769999999999996,1,1,0,,S1
0.4853,2,1,0,,S1
0.4342,2,1,0,,S1
0.36710000000000004,2,1,0,,S1
0.4462,2,0,0,,S1
0.44039999999999996,1,1,0,,S1
0.37410000000000004,1,1,0,,S1
0.48819999999999997,1,1,1,0.0,S1
0.4382,2,1,0,,S1
0.38589999999999997,1,1,0,,S1
0.448,1,0,0,,S1
0.36669999999999997,1,1,0,,S1
0.4009,2,1,0,,S1
0.4264,2,1,0,,S1
0.3979,2,0,0,,S1
0.4372,2,1,0,,S1
0.5262,1,1,0,,S1
0.4122,1,1,0,,S1
0.42019999999999996,1,1,0,,S1
0.36669999999999997,1,0,0,,S1
0.5214,2,1,0,,S1
0.446,1,0,0,,S1
0.4744,1,1,0,,S1
0.5335,1,0,0,,S1
0.19219999999999998,2,1,0,,S1
0.5207,1,1,0,,S1
0.49339999999999995,2,1,0,,S1
0.4135,1,0,0,,S1
0.3493,2,1,0,,S1
0.43089999999999995,2,1,0,,S1
0.4373,1,1,1,0.2094,S1
0.4014,1,1,0,,S1
0.3472,1,0,0,,S1
0.4596,2,0,0,,S1
0.4365,2,0,0,,S1
0.45030000000000003,1,1,0,,S1
0.4096,1,1,0,,S1
0.3775,1,0,0,,S1
0.5521,2,1,0,,S1
0.429,1,1,1,0.0,S1
0.369,1,0,0,,S1
0.31560000000000005,2,1,0,,S1
0.4119,2,1,0,,S1
0.3755,2,1,0,,S1
0.36060000000000003,2,1,0,,S1
0.37889999999999996,2,0,0,,S1
0.44730000000000003,2,1,0,,S1
0.42069999999999996,2,1,0,,S1
0.36310000000000003,2,1,0,,S1
0.3773,2,0,0,,S1
0.3867,1,0,0,,S1
0.3533,1,1,0,,S1
0.4573,2,1,0,,S1
0.4057,2,0,0,,S1
0.45430000000000004,2,1,0,,S1
0.3317,1,1,0,,S1
0.3758,1,1,0,,S1
0.3951,1,1,0,,S1
0.4161,2,1,0,,S1
0.4968,2,1,0,,S1
0.443,1,1,0,,S1
0.3882,1,1,0,,S1
0.3256,1,1,0,,S1
0.44930000000000003,2,0,0,,S1
0.30160000000000003,1,1,0,,S1
0.43310000000000004,2,1,0,,S1
0.3262,1,1,0,,S1
0.4179,2,1,0,,S1
0.3537,1,1,0,,S1
0.3793,1,1,0,,S1
0.31989999999999996,1,0,0,,S1
0.3584,1,0,0,,S1
0.3762,2,0,0,,S1
0.49310000000000004,1,1,0,,S1
0.4815,1,0,0,,S1
0.5629,2,1,0,,S1
0.4363,2,1,0,,S1
0.429,1,1,0,,S1
0.4859,2,1,0,,S1
0.3767,1,0,0,,S1
0.4879,2,1,0,,S1
0.3386,1,0,0,,S1
0.42110000000000003,1,0,0,,S1
0.074,2,0,0,,S1
0.5483,1,1,0,,S1
0.3976,1,1,0,,S1
0.2762,1,1,0,,S1
0.4749,1,0,0,,S1
0.425,2,1,0,,S1
0.3792,2,1,0,,S1
0.3722,1,0,0,,S1
0.45380000000000004,1,1,0,,S1
0.403,1,1,0,,S1
0.3707,1,1,0,,S1
0.3569,1,1,0,,S1
0.42569999999999997,2,1,0,,S1
0.48410000000000003,2,1,0,,S1
0.3991,2,0,1,0.2397,S1
0.5766,2,1,0,,S1
0.3745,2,0,0,,S1
0.48610000000000003,2,1,0,,S1
0.5323,2,1,0,,S1
0.3659,2,1,0,,S1
0.42210000000000003,2,0,0,,S1
0.421,2,1,0,,S1
0.37410000000000004,1,1,0,,S1
0.43860000000000005,1,0,0,,S1
0.3158,2,0,0,,S1
0.432,1,1,0,,S1
0.4482,2,1,0,,S1
0.3805,1,0,0,,S1
0.438,2,0,0,,S1
0.4733,2,0,0,,S1
0.4502,2,1,0,,S1
0.4111,2,1,0,,S1
0.3973,2,1,0,,S1
0.38230000000000003,1,1,0,,S1
0.5149,2,0,0,,S1
0.5766,2,0,1,0.232,S1
0.5918,2,0,0,,S1
0.4451,2,1,0,,S1
0.4599,1,1,0,,S1
0.4186,2,0,0,,S1
0.3896,2,1,0,,S1
0.4566,1,1,0,,S1
0.4114,1,1,0,,S1
0.4147,1,1,0,,S1
0.43189999999999995,2,1,0,,S1
0.384,2,0,1,0.2236,S1
0.6399,1,1,0,,S1
0.5943999999999999,2,1,0,,S1
0.419,1,1,0,,S1
0.45339999999999997,2,1,0,,S1
0.3675,1,1,0,,S1
0.4166,1,1,0,,S1
0.36960000000000004,2,1,0,,S1
0.36569999999999997,1,1,0,,S1
0.4472,2,0,0,,S1
0.3892,1,0,0,,S1
0.44730000000000003,2,1,0,,S1
0.5564,2,1,0,,S1
0.44880000000000003,1,1,0,,S1
0.1264,2,0,0,,S1
0.573,1,1,0,,S1
0.4512,2,1,0,,S1
0.383,1,1,0,,S1
0.4495,1,0,0,,S1
0.3168,2,1,0,,S1
0.43119999999999997,2,1,0,,S1
0.4322,2,0,1,0.2019,S1
0.4602,1,1,0,,S1
0.4278,2,1,0,,S1
0.4167,2,1,0,,S1
0.4066,1,1,0,,S1
0.3628,2,1,0,,S1
0.3295,1,1,0,,S1
0.42319999999999997,1,1,0,,S1
0.4268,1,0,0,,S1
0.2783,2,1,0,,S1
0.4668,1,1,0,,S1
0.4203,2,1,1,0.0434,S1
0.3953,1,0,0,,S1
0.4078,2,1,0,,S1
0.42810000000000004,2,1,0,,S1
0.39380000000000004,2,1,0,,S1
0.3668,1,1,0,,S1
0.3708,1,0,0,,S1
0.25789999999999996,2,0,0,,S1
0.4103,1,1,0,,S1
0.39239999999999997,2,0,0,,S1
0.4213,2,1,0,,S1
0.36419999999999997,2,1,0,,S1
0.3798,2,1,0,,S1
0.4208,1,1,0,,S1
0.4555,1,0,0,,S1
