participant,v_c_mean,v_c_sd,v_c_q05,v_c_q95,v_e_mean,v_e_sd,v_e_q05,v_e_q95,b_mean,b_sd,b_q05,b_q95,A_mean,A_sd,A_q05,A_q95,t0_mean,t0_sd,t0_q05,t0_q95
S1,3.974049594461918,0.982223276373323,2.5590709328651426,5.702081251144409,0.4808887855410576,0.661230247952826,-0.4844651103019714,1.6538544356822966,2.195391650557518,0.7122846350748356,1.1275820434093475,3.458635115623474,1.542760992974043,0.8103708004804173,0.24880024194717407,2.883001685142517,0.1244128083139658,0.048564082915285495,0.04784389808773994,0.2057745151221752
S2,5.1336529895067216,0.7394178536112469,3.947142517566681,6.392166233062744,0.3582104937434196,0.6442578710500046,-0.6537960410118103,1.4430548310279845,2.129183105647564,0.6271271951368751,1.1813620686531068,3.268988001346588,0.9532471981048584,0.6430081227150866,-0.07115753293037413,2.0698239564895626,0.18453481245785952,0.07291495257153056,0.06505550593137742,0.3043166518211365
S3,5.110803093194962,0.726158171742709,3.923197066783905,6.2792068958282465,0.34200183403491974,0.6471270069522249,-0.6774134278297425,1.4334289550781247,2.128106081724167,0.6299402967716072,1.156440532207489,3.2222866535186765,0.9481692956089973,0.6534581953242266,-0.034225618839263915,2.0946114063262935,0.18226114146411418,0.07320611451841667,0.06250399649143219,0.3006346672773361
S4,5.1452347841262815,0.7234948425380077,3.999154579639435,6.369664096832275,0.36829137688875196,0.6461117625927354,-0.6294910192489624,1.494933384656906,2.130868506193161,0.6241067508003119,1.1858960330486297,3.220756936073303,0.9456809256076812,0.6517299677149662,-0.031621110439300534,2.0995850205421447,0.184214795216918,0.07254352719061621,0.06696357056498528,0.303679122030735
